sample_name,assay_type,library_prep_date,flowcell_id,file_type,gcs_uri,gcs_bucket,file_path,file_format,extra_metadata
SCXL-00028,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00028_3PGEX/784_SCXL-00028_3PGEX_S4_L001_R2_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00028,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00028_3PGEX/784_SCXL-00028_3PGEX_S4_L002_R1_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00028,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00028_3PGEX/784_SCXL-00028_3PGEX_S4_L002_R2_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00029,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00029_3PGEX/784_SCXL-00029_3PGEX_S5_L001_R1_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00029,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00029_3PGEX/784_SCXL-00029_3PGEX_S5_L001_R2_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00029,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00029_3PGEX/784_SCXL-00029_3PGEX_S5_L002_R1_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00029,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00029_3PGEX/784_SCXL-00029_3PGEX_S5_L002_R2_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00030,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00030_3PGEX/784_SCXL-00030_3PGEX_S6_L001_R1_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00030,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00030_3PGEX/784_SCXL-00030_3PGEX_S6_L001_R2_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00030,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00030_3PGEX/784_SCXL-00030_3PGEX_S6_L002_R1_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00030,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00030_3PGEX/784_SCXL-00030_3PGEX_S6_L002_R2_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00031,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00031_3PGEX/784_SCXL-00031_3PGEX_S7_L001_R1_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00031,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00031_3PGEX/784_SCXL-00031_3PGEX_S7_L001_R2_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00031,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00031_3PGEX/784_SCXL-00031_3PGEX_S7_L002_R1_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00031,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00031_3PGEX/784_SCXL-00031_3PGEX_S7_L002_R2_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00032,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00032_3PGEX/784_SCXL-00032_3PGEX_S8_L001_R1_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00032,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00032_3PGEX/784_SCXL-00032_3PGEX_S8_L001_R2_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00032,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00032_3PGEX/784_SCXL-00032_3PGEX_S8_L002_R1_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00032,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00032_3PGEX/784_SCXL-00032_3PGEX_S8_L002_R2_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00033,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00033_3PGEX/784_SCXL-00033_3PGEX_S9_L001_R1_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00033,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00033_3PGEX/784_SCXL-00033_3PGEX_S9_L001_R2_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00033,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00033_3PGEX/784_SCXL-00033_3PGEX_S9_L002_R1_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00033,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00033_3PGEX/784_SCXL-00033_3PGEX_S9_L002_R2_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00034,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00034_3PGEX/784_SCXL-00034_3PGEX_S10_L001_R1_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00034,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00034_3PGEX/784_SCXL-00034_3PGEX_S10_L001_R2_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00034,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00034_3PGEX/784_SCXL-00034_3PGEX_S10_L002_R1_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00034,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00034_3PGEX/784_SCXL-00034_3PGEX_S10_L002_R2_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00035,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00035_3PGEX/784_SCXL-00035_3PGEX_S21_L007_R1_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00035,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00035_3PGEX/784_SCXL-00035_3PGEX_S21_L007_R2_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00036,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00036_3PGEX/784_SCXL-00036_3PGEX_S22_L007_R1_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00036,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00036_3PGEX/784_SCXL-00036_3PGEX_S22_L007_R2_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00037,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00037_3PGEX/784_SCXL-00037_3PGEX_S23_L007_R1_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00037,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00037_3PGEX/784_SCXL-00037_3PGEX_S23_L007_R2_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00038,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00038_3PGEX/784_SCXL-00038_3PGEX_S24_L007_R1_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00038,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00038_3PGEX/784_SCXL-00038_3PGEX_S24_L007_R2_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00039,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00039_3PGEX/784_SCXL-00039_3PGEX_S25_L007_R1_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00039,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00039_3PGEX/784_SCXL-00039_3PGEX_S25_L007_R2_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00040,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00040_3PGEX/784_SCXL-00040_3PGEX_S26_L007_R1_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00040,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00040_3PGEX/784_SCXL-00040_3PGEX_S26_L007_R2_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00041,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00041_3PGEX/784_SCXL-00041_3PGEX_S27_L007_R1_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00041,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00041_3PGEX/784_SCXL-00041_3PGEX_S27_L007_R2_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00042,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00042_3PGEX/784_SCXL-00042_3PGEX_S28_L007_R1_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00042,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00042_3PGEX/784_SCXL-00042_3PGEX_S28_L007_R2_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
